  0	 0.0000	         14.93724
119	 7.96667	15.22659
203	13.48333	14.95798
292	19.43333	14.93878
353	23.51667	14.42308
378	25.25000	14.93450
435	29.06667	15.16129
482	32.16667	15.00000
514	34.30000	14.95845
604	40.31667	12.00000
697	48.06667	12.51534
731	50.78333	11.63498
782	55.16667	12.90323
842	59.81667	12.93103
867	61.75000	13.07143
928	66.41667	12.83654
1017	73.35000	12.11823
1099	80.11667	12.00000
1176	86.53333	12.40385
1219	90.00000	12.40385 
